,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Origin,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,Estimated Average Ridership - Destination,clusters
time_interval,Evening,Late Night,Midday,Rush Hour AM,Rush Hour PM,Weekend,Evening,Late Night,Midday,Rush Hour AM,Rush Hour PM,Weekend,
Station Complex Name,,,,,,,,,,,,,
Parsons Blvd (F),1217.0,4779.285714285714,7949.142857142857,5542.428571428572,5326.714285714286,5014.142857142857,3109.4285714285716,2066.1428571428573,4697.428571428572,2576.2857142857147,10544.714285714286,4457.0,low ridership
Pelham Bay Park (6),1268.7142857142858,3943.142857142857,4630.571428571428,5569.714285714285,4049.857142857143,3261.571428571429,1536.4285714285713,1735.2857142857142,4408.571428571428,1629.5714285714287,8576.857142857143,3194.142857142857,low ridership
"Pelham Pkwy (2,5)",1670.0,4300.428571428572,7348.142857142857,6284.0,7011.571428571428,4154.0,2744.0,2134.4285714285716,5979.142857142857,2886.2857142857147,10986.285714285714,4230.714285714285,low ridership
Pelham Pkwy (5),190.28571428571428,1820.7142857142858,2605.1428571428573,3055.2857142857138,2116.8571428571427,936.8571428571429,879.7142857142857,727.5714285714286,1774.4285714285713,1085.2857142857142,4647.857142857143,1001.8571428571429,low ridership
Pennsylvania Av (3),738.4285714285714,2217.0,3819.4285714285716,2916.571428571429,3095.8571428571427,1965.0,1345.5714285714287,1145.7142857142858,2921.1428571428573,1525.0,5284.857142857143,2005.857142857143,low ridership
"President St-Medgar Evers College (2,5)",578.0,912.5714285714286,4191.857142857143,3189.5714285714284,3280.1428571428573,1887.7142857142858,1661.0,781.5714285714286,2417.4285714285716,1449.7142857142858,5186.571428571428,2066.0,low ridership
"Prince St (R,W)",5387.142857142857,1424.142857142857,10835.714285714286,1397.7142857142856,23641.285714285714,17601.285714285714,2373.8571428571427,2282.714285714286,21001.714285714286,6299.142857142857,14203.57142857143,18301.428571428572,low ridership
"Prospect Av (2,5)",994.8571428571429,3045.8571428571427,6407.0,4115.571428571428,5717.285714285714,2896.714285714286,2298.285714285714,2099.0,4435.428571428572,2775.4285714285716,7542.0,2953.285714285714,low ridership
Prospect Av (R),1208.4285714285713,1387.0,6200.857142857143,5496.285714285714,6885.428571428572,4003.8571428571427,2634.285714285714,1921.857142857143,4320.428571428572,2902.4285714285716,9288.285714285716,4072.142857142857,low ridership
"Prospect Park (B,Q,S)",2355.1428571428573,2913.285714285714,11101.714285714286,8209.714285714286,9137.857142857143,9317.857142857143,5416.714285714285,2310.142857142857,7757.142857142857,2376.0,15963.57142857143,9270.714285714286,low ridership
"Queens Plaza (E,M,R)",4478.428571428572,3620.5714285714284,20977.714285714286,9696.142857142857,26669.42857142857,17615.571428571428,8886.142857142857,9170.857142857143,15315.714285714286,13746.142857142859,23420.42857142857,15531.142857142857,low ridership
"Queensboro Plaza (7,N,W)",4274.142857142857,3092.4285714285716,15911.0,7912.571428571429,18941.571428571428,9762.42857142857,7009.857142857143,6126.428571428572,11253.714285714286,8999.285714285714,18245.571428571428,10381.714285714286,low ridership
Ralph Av (C),958.4285714285714,2136.285714285714,5626.714285714286,4310.428571428572,3779.714285714286,3779.714285714286,2649.4285714285716,1395.0,3340.285714285714,1158.2857142857142,7534.571428571428,3471.285714285714,low ridership
Rector St (1),1671.7142857142858,916.7142857142857,7752.571428571428,3576.2857142857147,10862.142857142857,5555.0,2562.4285714285716,1838.5714285714287,7248.0,5021.714285714286,7975.142857142858,5281.857142857143,low ridership
"Rector St (R,W)",1398.4285714285716,570.8571428571429,6068.857142857143,2105.0,9427.285714285714,3451.1428571428573,1566.142857142857,1587.4285714285716,6153.142857142858,4477.571428571428,5527.857142857143,3477.0,low ridership
Rockaway Av (3),784.2857142857142,2301.8571428571427,4231.142857142857,3551.0,3172.5714285714284,2143.1428571428573,1494.857142857143,1237.857142857143,3142.4285714285716,1320.2857142857142,5474.714285714286,2124.0,low ridership
Rockaway Av (C),1006.5714285714286,2527.4285714285716,5936.428571428572,4769.857142857143,4133.0,3627.0,2740.0,1388.5714285714287,3420.4285714285716,1296.7142857142858,8208.285714285714,3446.0,low ridership
Rockaway Blvd (A),1310.2857142857142,5399.142857142857,6549.857142857143,7125.428571428572,4857.857142857143,4170.714285714285,2824.5714285714284,2262.8571428571427,5241.857142857143,2174.714285714286,12663.42857142857,4153.285714285715,low ridership
"Rockaway Park-Beach 116 St (A,S)",219.85714285714286,548.4285714285714,661.2857142857143,458.7142857142857,746.8571428571429,619.5714285714286,210.57142857142856,321.8571428571429,648.0,216.0,836.7142857142857,486.14285714285717,low ridership
Roosevelt Island (F),1813.142857142857,1134.4285714285713,8732.285714285714,5481.571428571428,7411.428571428572,6106.142857142858,3534.1428571428573,1973.0,6117.428571428572,1987.1428571428573,10716.0,6312.142857142857,low ridership
Saratoga Av (3),746.4285714285714,3337.0,4171.571428571428,4113.428571428572,2729.714285714286,2089.0,1838.4285714285713,1092.7142857142858,3084.285714285714,1214.142857142857,7410.428571428572,2279.857142857143,low ridership
Seneca Av (M),523.8571428571429,1714.0,3306.0,2883.5714285714284,2067.285714285714,2189.8571428571427,1680.142857142857,590.0,1990.5714285714284,409.0,5284.714285714286,2108.4285714285716,low ridership
"Sheepshead Bay (B,Q)",2345.714285714286,6133.857142857143,13602.571428571428,13455.57142857143,11401.857142857143,6657.285714285715,4276.428571428572,2828.0,11088.714285714286,4608.428571428572,22115.42857142857,7080.571428571428,low ridership
Shepherd Av (C),412.0,2023.5714285714287,2537.714285714286,2469.714285714286,1473.857142857143,1502.4285714285713,1113.0,650.8571428571429,1870.4285714285716,670.8571428571429,4219.428571428572,1472.0,low ridership
"Simpson St (2,5)",1186.142857142857,3410.1428571428573,7007.0,3942.142857142857,6199.571428571428,3411.285714285714,2441.4285714285716,2443.714285714286,5235.0,2825.285714285714,8210.857142857143,3482.714285714286,low ridership
"Smith-9 Sts (F,G)",1405.142857142857,867.8571428571429,4119.0,2198.428571428571,6594.857142857143,3301.4285714285716,1290.142857142857,2366.4285714285716,4170.0,2861.4285714285716,4984.428571428572,3255.1428571428573,low ridership
"South Ferry (1)/Whitehall St (R,W)",6785.0,6527.571428571428,26631.714285714286,12921.142857142857,47116.0,21054.571428571428,6459.285714285715,8042.428571428571,33057.71428571429,22182.14285714286,28212.428571428572,20626.85714285714,low ridership
Spring St (6),7011.571428571428,1871.5714285714284,10784.285714285714,3014.4285714285716,19901.428571428572,14630.428571428572,3322.571428571429,2435.5714285714284,17917.285714285714,6066.0,15619.857142857143,15505.714285714286,low ridership
"Spring St (C,E)",6422.142857142857,1129.4285714285713,11806.142857142857,2830.1428571428573,27245.428571428572,10075.428571428572,2739.4285714285716,4318.142857142857,20308.285714285714,11887.57142857143,13974.42857142857,11162.857142857143,low ridership
St Lawrence Av (6),531.5714285714286,2751.142857142857,3399.1428571428573,3079.0,1837.4285714285713,2094.285714285714,1801.4285714285716,995.0,2247.5714285714284,596.5714285714287,5384.714285714285,2064.0,low ridership
"Steinway St (M,R)",4123.142857142857,3815.5714285714284,12712.571428571428,9150.42857142857,13682.0,11447.857142857143,6319.714285714285,3769.4285714285716,10855.142857142857,4510.428571428572,20149.142857142855,10540.0,low ridership
"Sterling St (2,5)",936.0,1761.2857142857142,7011.285714285715,5300.428571428572,4700.142857142857,3663.1428571428573,3029.5714285714284,1258.142857142857,3865.5714285714284,1360.4285714285713,9256.42857142857,3774.714285714286,low ridership
Sutphin Blvd (F),723.0,3026.0,4752.142857142857,3438.4285714285716,3148.285714285714,2966.428571428571,1851.7142857142858,1146.2857142857142,3259.0,1351.0,6396.0,2629.0,low ridership
"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",8849.42857142857,16050.714285714286,28412.0,19673.14285714286,28734.571428571428,18662.428571428572,8562.571428571428,9497.42857142857,21567.571428571428,8218.285714285714,34893.57142857143,16511.0,low ridership
Sutter Av (L),464.42857142857144,1292.2857142857142,1982.7142857142858,1672.2857142857142,1945.0,1033.2857142857142,772.4285714285714,831.2857142857142,1660.142857142857,825.2857142857143,2931.5714285714284,1106.0,low ridership
Sutter Av-Rutland Rd (3),1054.857142857143,3996.0,5929.428571428572,5345.857142857143,3860.857142857143,2871.857142857143,2324.0,1461.5714285714284,4274.714285714286,1736.0,8818.0,3080.0,low ridership
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",109808.71428571429,69892.85714285714,170409.42857142858,100217.85714285714,237407.2857142857,162479.14285714287,55818.14285714286,49798.857142857145,195010.14285714287,104751.85714285714,268012.71428571426,155614.7142857143,high ridership
"Tremont Av (B,D)",937.4285714285714,3984.5714285714284,5392.142857142857,6169.857142857143,4185.285714285715,2586.0,2511.4285714285716,1820.0,3968.5714285714284,1712.857142857143,9480.42857142857,3040.0,low ridership
Union St (R),3056.142857142857,1436.4285714285716,7537.285714285714,5432.142857142857,10226.42857142857,6511.714285714285,3040.1428571428573,3421.714285714286,6567.714285714286,3323.8571428571427,11460.57142857143,6397.285714285714,low ridership
"Utica Av (A,C)",2833.285714285714,4655.571428571428,14543.0,10828.857142857143,10360.142857142857,9800.285714285714,6876.714285714285,3549.857142857143,8462.42857142857,3601.5714285714284,20273.285714285714,9216.57142857143,low ridership
Van Cortlandt Park-242 St (1),1117.2857142857142,4403.285714285715,6292.0,6745.142857142857,5038.571428571428,3390.8571428571427,2372.714285714286,1885.5714285714287,4474.857142857143,1825.142857142857,11221.428571428572,3498.5714285714284,low ridership
Van Siclen Av (3),412.42857142857144,1590.2857142857142,2301.5714285714284,2220.1428571428573,1360.0,1148.5714285714287,985.2857142857143,617.7142857142858,1605.5714285714287,566.8571428571429,3694.1428571428573,1218.857142857143,low ridership
Van Siclen Av (C),438.85714285714283,1732.0,2549.714285714286,2461.285714285714,1615.2857142857142,1621.142857142857,1127.0,703.7142857142857,1833.0,657.2857142857143,4020.571428571429,1533.4285714285713,low ridership
"Van Siclen Av (J,Z)",359.42857142857144,1471.5714285714284,2342.0,2172.1428571428573,1778.2857142857142,1349.142857142857,973.5714285714286,790.8571428571429,1719.5714285714287,576.1428571428571,3581.714285714286,1345.0,low ridership
Vernon Blvd-Jackson Av (7),4907.285714285715,3114.857142857143,19764.714285714286,15262.428571428572,17824.14285714286,11344.285714285714,8215.42857142857,5735.0,12304.42857142857,6059.571428571428,28935.571428571428,12496.0,low ridership
"W 4 St-Wash Sq (A,C,E,B,D,F,M)",36835.14285714286,13194.57142857143,32442.714285714283,12040.857142857143,62711.71428571428,45337.42857142857,14741.714285714286,12342.571428571428,52318.71428571429,23719.285714285714,61021.0,49961.0,high ridership
"W 8 St-NY Aquarium (F,Q)",751.2857142857142,731.2857142857142,2846.4285714285716,1525.857142857143,3359.4285714285716,2475.714285714286,606.7142857142857,542.2857142857143,3675.714285714286,1185.5714285714287,3077.857142857143,2451.4285714285716,low ridership
WTC Cortlandt (1),3632.2857142857147,2147.1428571428573,15586.57142857143,7167.285714285715,26833.285714285714,12218.57142857143,3858.5714285714284,3408.0,17630.0,12530.0,16264.142857142857,11524.428571428572,low ridership
Wakefield-241 St (2),1045.2857142857142,3677.857142857143,3501.4285714285716,3135.714285714286,3179.5714285714284,2081.0,1407.142857142857,1790.857142857143,2856.857142857143,1253.5714285714284,5322.428571428572,2045.0,low ridership
"Wall St (2,3)",5783.285714285714,1701.0,14093.571428571428,5927.0,37915.142857142855,11078.857142857143,4465.857142857143,5896.285714285715,19997.571428571428,22769.428571428572,15611.0,11286.285714285714,low ridership
"Wall St (4,5)",4848.142857142857,1852.857142857143,14984.142857142857,6426.142857142857,30639.428571428572,9194.57142857143,4083.714285714286,5507.714285714285,18599.857142857145,17424.14285714286,14702.42857142857,9319.857142857143,low ridership
"West Farms Sq-E Tremont Av (2,5)",846.2857142857143,2494.0,4615.0,2839.1428571428573,4201.0,2774.8571428571427,1663.7142857142858,1528.857142857143,4047.285714285714,1851.4285714285713,5646.142857142857,2676.1428571428573,low ridership
Westchester Sq-E Tremont Av (6),636.5714285714286,1720.0,3114.4285714285716,1617.4285714285716,3406.714285714286,1383.4285714285716,801.8571428571429,1365.7142857142858,2715.8571428571427,1903.4285714285716,3650.857142857143,1513.5714285714284,low ridership
Whitlock Av (6),291.7142857142857,1193.7142857142858,1423.5714285714284,1730.5714285714284,1207.4285714285716,893.8571428571429,641.0,510.8571428571429,1203.5714285714284,565.7142857142858,2552.5714285714284,932.5714285714286,low ridership
Wilson Av (L),922.5714285714286,1886.7142857142858,4730.285714285715,3788.8571428571427,3441.285714285714,3467.857142857143,2835.285714285714,1253.5714285714287,2750.8571428571427,830.8571428571429,7078.714285714286,3421.0,low ridership
"Winthrop St (2,5)",1189.857142857143,2238.714285714286,8367.57142857143,5804.142857142857,9200.42857142857,4151.571428571428,3351.5714285714284,2563.8571428571427,5543.714285714286,4546.428571428572,10140.714285714286,4270.428571428572,low ridership
"Woodhaven Blvd (J,Z)",344.7142857142857,812.0,1681.4285714285713,1291.2857142857142,1428.7142857142858,621.8571428571429,599.4285714285714,507.2857142857143,1273.2857142857142,476.57142857142856,2327.8571428571427,758.4285714285714,low ridership
"Woodhaven Blvd (M,R)",3681.4285714285716,9591.42857142857,19430.285714285714,15963.142857142857,16042.142857142857,12760.57142857143,7827.714285714286,4675.428571428572,16217.714285714286,4815.0,31341.0,13035.285714285714,low ridership
Woodlawn (4),1357.857142857143,4929.285714285715,5134.857142857143,5289.285714285714,4797.0,3708.714285714286,2071.285714285714,2469.5714285714284,4897.285714285715,1780.8571428571427,9455.571428571428,3739.1428571428573,low ridership
York St (F),6677.571428571428,1619.5714285714287,13130.0,5092.142857142857,23920.85714285714,15145.857142857143,3892.1428571428573,4020.4285714285716,18626.285714285714,8611.714285714286,17110.714285714286,15564.0,low ridership
Zerega Av (6),302.57142857142856,1592.2857142857142,2251.285714285714,2254.0,1733.857142857143,1094.0,892.1428571428571,804.7142857142857,1668.142857142857,755.8571428571429,3550.1428571428573,1104.857142857143,low ridership
